,URI,Alias,Type,Experiment,Species,Variety,ExperimentModalities,Repetition
296,test/your installation/297/DKC4590/XXXX/WD2/1/DIA2017-05-19,297/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1
297,test/your installation/298/DKC4590/XXXX/WD2/1/DIA2017-05-19,298/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1
298,test/your installation/299/DKC4590/XXXX/WD2/1/DIA2017-05-19,299/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1
299,test/your installation/300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG239,WD2,1
300,test/your installation/301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG233,WD2,1
301,test/your installation/302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG101,WD2,1
302,test/your installation/303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG119,WD2,1
303,test/your installation/304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG176,WD2,1
304,test/your installation/305/DKC4590/XXXX/WD2/1/DIA2017-05-19,305/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1
305,test/your installation/306/DKC4590/XXXX/WD2/1/DIA2017-05-19,306/DKC4590/XXXX/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,1
306,test/your installation/307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,1
307,test/your installation/308/DZ_PG_23/ZM4388/WD2/1/DIA2017-05-19,308/DZ_PG_23/ZM4388/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG128,WD2,1
308,test/your installation/309/DZ_PG_74/ZM4397/WD2/1/DIA2017-05-19,309/DZ_PG_74/ZM4397/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG313,WD2,1
309,test/your installation/310/DZ_PG_44/ZM4369/WD2/1/DIA2017-05-19,310/DZ_PG_44/ZM4369/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG189,WD2,1
310,test/your installation/311/DZ_PG_77/ZM4452/WD2/1/DIA2017-05-19,311/DZ_PG_77/ZM4452/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG169,WD2,1
311,test/your installation/312/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,312/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,1
312,test/your installation/313/DZ_PG_45/ZM4385/WD2/1/DIA2017-05-19,313/DZ_PG_45/ZM4385/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD2,1
313,test/your installation/314/DZ_PG_36/ZM4372/WD2/1/DIA2017-05-19,314/DZ_PG_36/ZM4372/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG165,WD2,1
314,test/your installation/315/DZ_PG_11/ZM4386/WD2/1/DIA2017-05-19,315/DZ_PG_11/ZM4386/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG077,WD2,1
315,test/your installation/316/DZ_PG_35/ZM4358/WD2/1/DIA2017-05-19,316/DZ_PG_35/ZM4358/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG164,WD2,1
316,test/your installation/317/DZ_PG_26/ZM4387/WD2/1/DIA2017-05-19,317/DZ_PG_26/ZM4387/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG138,WD2,1
317,test/your installation/318/DZ_PG_07/ZM4351/WD2/1/DIA2017-05-19,318/DZ_PG_07/ZM4351/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG062,WD2,1
318,test/your installation/319/DZ_PG_05/ZM4357/WD2/1/DIA2017-05-19,319/DZ_PG_05/ZM4357/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG026,WD2,1
319,test/your installation/320/DZ_PG_31/ZM4347/WD2/1/DIA2017-05-19,320/DZ_PG_31/ZM4347/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG153,WD2,1
320,test/your installation/321/DZ_PG_54/ZM4346/WD2/1/DIA2017-05-19,321/DZ_PG_54/ZM4346/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG116,WD2,1
321,test/your installation/322/DZ_PG_33/ZM4353/WD2/1/DIA2017-05-19,322/DZ_PG_33/ZM4353/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG158,WD2,1
322,test/your installation/323/DZ_PG_16/ZM4359/WD2/1/DIA2017-05-19,323/DZ_PG_16/ZM4359/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG109,WD2,1
323,test/your installation/324/DZ_PG_10/ZM4365/WD2/1/DIA2017-05-19,324/DZ_PG_10/ZM4365/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG073,WD2,1
324,test/your installation/325/DZ_PG_53/ZM4345/WD2/1/DIA2017-05-19,325/DZ_PG_53/ZM4345/WD2/1/DIA2017-05-19,Plant,DIA2017,Maize,iPG190,WD2,1
325,test/your installation/326/DZ_PG_53/ZM4345/WD2/2/DIA2017-05-19,326/DZ_PG_53/ZM4345/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG190,WD2,2
326,test/your installation/327/DZ_PG_14/ZM4375/WD2/2/DIA2017-05-19,327/DZ_PG_14/ZM4375/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG101,WD2,2
327,test/your installation/328/DZ_PG_01/ZM4381/WD2/2/DIA2017-05-19,328/DZ_PG_01/ZM4381/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG004,WD2,2
328,test/your installation/329/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,329/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD2,2
329,test/your installation/330/DZ_PG_02/ZM4356/WD2/2/DIA2017-05-19,330/DZ_PG_02/ZM4356/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG007,WD2,2
330,test/your installation/331/DZ_PG_37/ZM4364/WD2/2/DIA2017-05-19,331/DZ_PG_37/ZM4364/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG167,WD2,2
331,test/your installation/332/DZ_PG_40/ZM4390/WD2/2/DIA2017-05-19,332/DZ_PG_40/ZM4390/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG176,WD2,2
332,test/your installation/333/DZ_PG_12/ZM1304_lot1/WD2/2/DIA2017-05-19,333/DZ_PG_12/ZM1304_lot1/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG082,WD2,2
333,test/your installation/334/DZ_PG_43/ZM4380/WD2/2/DIA2017-05-19,334/DZ_PG_43/ZM4380/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG188,WD2,2
334,test/your installation/335/DZ_PG_06/ZM4376/WD2/2/DIA2017-05-19,335/DZ_PG_06/ZM4376/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG029,WD2,2
335,test/your installation/336/DZ_PG_19/ZM4367/WD2/2/DIA2017-05-19,336/DZ_PG_19/ZM4367/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG117,WD2,2
336,test/your installation/337/DZ_PG_36/ZM4372/WD2/2/DIA2017-05-19,337/DZ_PG_36/ZM4372/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG165,WD2,2
337,test/your installation/338/DZ_PG_11/ZM4386/WD2/2/DIA2017-05-19,338/DZ_PG_11/ZM4386/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG077,WD2,2
338,test/your installation/339/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,339/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,2
339,test/your installation/340/DZ_PG_55/ZM4355/WD2/2/DIA2017-05-19,340/DZ_PG_55/ZM4355/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG146,WD2,2
340,test/your installation/341/DZ_PG_33/ZM4353/WD2/2/DIA2017-05-19,341/DZ_PG_33/ZM4353/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG158,WD2,2
341,test/your installation/342/DZ_PG_04/ZM4366/WD2/2/DIA2017-05-19,342/DZ_PG_04/ZM4366/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG321,WD2,2
342,test/your installation/343/DZ_PG_48/ZM4421/WD2/2/DIA2017-05-19,343/DZ_PG_48/ZM4421/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG216,WD2,2
343,test/your installation/344/DKC4590/XXXX/WD2/2/DIA2017-05-19,344/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,2
344,test/your installation/345/DKC4590/XXXX/WD2/2/DIA2017-05-19,345/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,2
345,test/your installation/346/DZ_PG_49/ZM4389/WD2/2/DIA2017-05-19,346/DZ_PG_49/ZM4389/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG228,WD2,2
346,test/your installation/347/DZ_PG_68/ZM4395/WD2/2/DIA2017-05-19,347/DZ_PG_68/ZM4395/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG311,WD2,2
347,test/your installation/348/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,348/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,2
348,test/your installation/349/DZ_PG_77/ZM4452/WD2/2/DIA2017-05-19,349/DZ_PG_77/ZM4452/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG169,WD2,2
349,test/your installation/350/DZ_PG_32/ZM4352/WD2/2/DIA2017-05-19,350/DZ_PG_32/ZM4352/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG155,WD2,2
350,test/your installation/351/DZ_PG_26/ZM4387/WD2/2/DIA2017-05-19,351/DZ_PG_26/ZM4387/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG138,WD2,2
351,test/your installation/352/DZ_PG_74/ZM4397/WD2/2/DIA2017-05-19,352/DZ_PG_74/ZM4397/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG313,WD2,2
352,test/your installation/353/DZ_PG_54/ZM4346/WD2/2/DIA2017-05-19,353/DZ_PG_54/ZM4346/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG116,WD2,2
353,test/your installation/354/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,354/DZ_PG_67/ZM4394/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG310,WD2,2
354,test/your installation/355/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,355/DZ_PG_62/ZM4393/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG303,WD2,2
355,test/your installation/356/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,356/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD2,2
356,test/your installation/357/DZ_PG_24/ZM4342/WD2/2/DIA2017-05-19,357/DZ_PG_24/ZM4342/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG131,WD2,2
357,test/your installation/358/DKC4590/XXXX/WD2/2/DIA2017-05-19,358/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,2
358,test/your installation/359/DZ_PG_34/ZM4384/WD2/2/DIA2017-05-19,359/DZ_PG_34/ZM4384/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG159,WD2,2
359,test/your installation/360/DZ_PG_41/ZM4378/WD2/2/DIA2017-05-19,360/DZ_PG_41/ZM4378/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG181,WD2,2
360,test/your installation/361/DZ_PG_03/ZM4377/WD2/2/DIA2017-05-19,361/DZ_PG_03/ZM4377/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG017,WD2,2
361,test/your installation/362/DZ_PG_27/ZM4354/WD2/2/DIA2017-05-19,362/DZ_PG_27/ZM4354/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG103,WD2,2
362,test/your installation/363/DZ_PG_25/ZM4382/WD2/2/DIA2017-05-19,363/DZ_PG_25/ZM4382/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG136,WD2,2
363,test/your installation/364/DZ_PG_16/ZM4359/WD2/2/DIA2017-05-19,364/DZ_PG_16/ZM4359/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG109,WD2,2
364,test/your installation/365/DZ_PG_44/ZM4369/WD2/2/DIA2017-05-19,365/DZ_PG_44/ZM4369/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG189,WD2,2
365,test/your installation/366/DZ_PG_10/ZM4365/WD2/2/DIA2017-05-19,366/DZ_PG_10/ZM4365/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG073,WD2,2
366,test/your installation/367/DZ_PG_21/ZM4360/WD2/2/DIA2017-05-19,367/DZ_PG_21/ZM4360/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG120,WD2,2
367,test/your installation/368/DZ_PG_45/ZM4385/WD2/2/DIA2017-05-19,368/DZ_PG_45/ZM4385/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG194,WD2,2
368,test/your installation/369/DZ_PG_35/ZM4358/WD2/2/DIA2017-05-19,369/DZ_PG_35/ZM4358/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG164,WD2,2
369,test/your installation/370/DZ_PG_08/ZM4343/WD2/2/DIA2017-05-19,370/DZ_PG_08/ZM4343/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG063,WD2,2
370,test/your installation/371/DKC4590/XXXX/WD2/2/DIA2017-05-19,371/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,2
371,test/your installation/372/DKC4590/XXXX/WD2/2/DIA2017-05-19,372/DKC4590/XXXX/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,DKC4590,WD2,2
372,test/your installation/373/DZ_PG_17/ZM4348/WD2/2/DIA2017-05-19,373/DZ_PG_17/ZM4348/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG110,WD2,2
373,test/your installation/374/DZ_PG_07/ZM4351/WD2/2/DIA2017-05-19,374/DZ_PG_07/ZM4351/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG062,WD2,2
374,test/your installation/375/DZ_PG_20/ZM4344/WD2/2/DIA2017-05-19,375/DZ_PG_20/ZM4344/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG119,WD2,2
375,test/your installation/376/DZ_PG_09/ZM4368/WD2/2/DIA2017-05-19,376/DZ_PG_09/ZM4368/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG066,WD2,2
376,test/your installation/377/DZ_PG_22/ZM4349/WD2/2/DIA2017-05-19,377/DZ_PG_22/ZM4349/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG121,WD2,2
377,test/your installation/378/DZ_PG_13/ZM4379/WD2/2/DIA2017-05-19,378/DZ_PG_13/ZM4379/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG089,WD2,2
378,test/your installation/379/DZ_PG_63/ZM4392/WD2/2/DIA2017-05-19,379/DZ_PG_63/ZM4392/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG304,WD2,2
379,test/your installation/380/DZ_PG_50/ZM4363/WD2/2/DIA2017-05-19,380/DZ_PG_50/ZM4363/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG233,WD2,2
380,test/your installation/381/DZ_PG_47/ZM4362/WD2/2/DIA2017-05-19,381/DZ_PG_47/ZM4362/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG202,WD2,2
381,test/your installation/382/DZ_PG_31/ZM4347/WD2/2/DIA2017-05-19,382/DZ_PG_31/ZM4347/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG153,WD2,2
382,test/your installation/383/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,383/DZ_PG_69/ZM4396/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG312,WD2,2
383,test/your installation/384/DZ_PG_52/ZM4370/WD2/2/DIA2017-05-19,384/DZ_PG_52/ZM4370/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG239,WD2,2
384,test/your installation/385/DZ_PG_72/ZM4398/WD2/2/DIA2017-05-19,385/DZ_PG_72/ZM4398/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG314,WD2,2
385,test/your installation/386/DZ_PG_30/ZM4361/WD2/2/DIA2017-05-19,386/DZ_PG_30/ZM4361/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG152,WD2,2
386,test/your installation/387/DZ_PG_23/ZM4388/WD2/2/DIA2017-05-19,387/DZ_PG_23/ZM4388/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG128,WD2,2
387,test/your installation/388/DZ_PG_05/ZM4357/WD2/2/DIA2017-05-19,388/DZ_PG_05/ZM4357/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG026,WD2,2
388,test/your installation/389/DZ_PG_66/ZM4391/WD2/2/DIA2017-05-19,389/DZ_PG_66/ZM4391/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG318,WD2,2
389,test/your installation/390/DZ_PG_51/ZM4350/WD2/2/DIA2017-05-19,390/DZ_PG_51/ZM4350/WD2/2/DIA2017-05-19,Plant,DIA2017,Maize,iPG234,WD2,2
